movieId,budget,revenue,runtime,vote_average,vote_count,release_date,popularity,adult,homepage,original_language,production_companies
2148,3000000.0,19444631.0,92.0,6.189,600.0,1985-12-06,1.6295,False,unknown,en,New World Pictures
2149,3000000.0,10000000.0,88.0,5.549,267.0,1987-05-14,2.4047,False,unknown,en,Sean S. Cunningham Films|New World Pictures
2150,5000000.0,200000000.0,109.0,7.259,1244.0,1980-09-10,7.1332,False,unknown,en,CAT Films|Mimosa Films
2151,7500000.0,9600000.0,98.0,7.091,518.0,1989-07-01,4.0112,False,unknown,en,Elrina Investment|Weintraub Entertainment Group
2152,11000000.0,10224116.0,90.0,5.1,181.0,1998-08-14,4.2492,False,unknown,en,Alliance Atlantis|Dimension Films|Keystone Entertainment|Walt Disney Pictures|Keystone Pictures
2153,60000000.0,48600000.0,89.0,4.4,745.0,1998-08-13,11.081,False,unknown,en,Jerry Weintraub Productions|Warner Bros. Pictures
2154,20000000.0,37672350.0,124.0,5.8,121.0,1998-08-14,2.2283,False,unknown,en,20th Century Fox
2155,5000000.0,5502773.0,91.0,6.278,239.0,1998-08-14,0.9826,False,unknown,en,South Fork Pictures
2156,,,101.0,7.3,16.0,1997-10-28,2.8925,False,unknown,it,unknown
2157,,,100.0,6.076,33.0,1997-10-10,0.5943,False,unknown,fr,France 2 Cinéma|UGC YM|La Sept Cinéma
2158,,,87.0,4.804,46.0,1996-10-27,2.114,False,unknown,en,H2 Productions|Maljack Productions
2159,111000.0,609939.0,83.0,6.742,752.0,1986-09-24,1.308,False,unknown,en,Maljack Productions|Greycat Films/Neo Modern Entertainment
2160,3200000.0,33395426.0,138.0,7.824,4193.0,1968-06-12,3.0155,False,unknown,en,William Castle Productions
2161,27000000.0,20158808.0,101.0,7.205,4219.0,1984-04-06,4.4289,False,unknown,de,Constantin Film|Bavaria Film
2162,32000000.0,16283667.0,89.0,5.784,844.0,1990-10-25,2.0664,False,unknown,de,The NeverEnding Story Film
2163,100420.0,567000.0,87.0,5.02,319.0,1978-10-04,3.5677,False,https://killertomatoes.com/,en,Four Square Productions
2164,20000.0,,81.0,3.855,121.0,1987-07-03,1.9291,False,http://www.troma.com,en,Troma Entertainment|The Institute|Troma|Troma Team Video
2165,5000000.0,4710749.0,107.0,5.78,82.0,1998-08-19,4.844,False,https://www.uphe.com/movies/your-friends-neighbors,en,Propaganda Films|PolyGram Filmed Entertainment|Gramercy Pictures
2166,,,109.0,6.5,304.0,1998-08-10,3.4388,False,unknown,en,Tetragram|Propaganda Films|PolyGram Filmed Entertainment
2167,45000000.0,131183530.0,121.0,6.814,6431.0,1998-08-21,6.1729,False,https://www.warnerbros.com/movies/blade,en,New Line Cinema|Amen Ra Films|Imaginary Forces
2168,,15923122.0,126.0,6.867,215.0,1998-08-21,3.251,False,unknown,en,Mandalay Entertainment
2169,14000000.0,15100000.0,96.0,5.5,153.0,1998-08-21,5.4063,False,unknown,en,MTV Films|Paramount Pictures|Pacific Western
2170,,9623329.0,87.0,5.963,467.0,1998-07-23,6.0355,False,unknown,en,Morgan Creek Entertainment|Constantin Film
2171,,3395581.0,96.0,5.896,91.0,1998-08-21,3.2768,False,unknown,en,Miramax
2172,,913834.0,97.0,6.3,125.0,1998-08-21,3.1863,False,unknown,en,Redeemable Features|Alliance Films|Miramax
2173,,,92.0,6.17,88.0,1988-12-15,2.6305,False,https://www.nzonscreen.com/title/the-navigator-1988,en,Arenafilm|Film Investment Corporation of New Zealand|The Australian Film Commission|New Zealand Film Commission
2174,15000000.0,84554197.0,92.0,7.368,8148.0,1988-03-30,6.4111,False,unknown,en,Geffen Pictures|Warner Bros. Pictures
2175,,,117.0,5.25,12.0,1998-04-22,2.1103,False,unknown,en,Revere Entertainment|Jagtoria Films|The Rainbow Film Company
2176,1500000.0,2200000.0,81.0,7.944,2883.0,1948-03-11,3.3362,False,unknown,en,Transatlantic Pictures
2177,4500000.0,13200000.0,120.0,6.767,483.0,1976-04-09,0.7493,False,unknown,en,Universal Pictures|Alfred J. Hitchcock Productions
2178,2000000.0,12600000.0,116.0,7.1,969.0,1972-05-25,1.6694,False,unknown,en,Universal Pictures UK
2179,4000000.0,6000000.0,127.0,6.024,400.0,1969-12-17,3.8818,False,unknown,en,Universal Pictures|Alfred J. Hitchcock Productions
2180,3000000.0,13000615.0,127.0,6.6,615.0,1966-07-15,1.2949,False,unknown,en,Alfred J. Hitchcock Productions|Universal Pictures
2181,2135000.0,7000000.0,130.0,7.127,1187.0,1964-07-17,2.923,False,unknown,en,Alfred J. Hitchcock Productions|Universal Pictures
2182,1200000.0,2000000.0,105.0,7.147,587.0,1956-12-22,3.4278,False,unknown,en,Warner Bros. Pictures
2183,1200000.0,11300000.0,120.0,7.454,1494.0,1956-05-16,3.5463,False,unknown,en,Paramount Pictures
2184,1200000.0,7000000.0,99.0,6.996,870.0,1955-10-03,1.807,False,unknown,en,Alfred J. Hitchcock Productions|Paramount Pictures
2185,,,95.0,7.09,462.0,1953-02-13,3.348,False,unknown,en,Warner Bros. Pictures
2186,1200000.0,7000000.0,101.0,7.665,1795.0,1951-06-27,2.1514,False,https://www.warnerbros.com/movies/strangers-train,en,Warner Bros. Pictures
2187,1450000.0,1900000.0,110.0,6.799,346.0,1950-02-23,5.9237,False,unknown,en,Warner Bros. Pictures|Transatlantic Pictures
2188,13000000.0,16757163.0,93.0,5.9,504.0,1998-08-28,2.3006,False,https://www.miramax.com/movie/54/,en,Dollface|Redeemable Features|FilmColony|Miramax
2189,250000.0,206272.0,73.0,7.1,44.0,1998-08-28,2.6928,False,unknown,en,Bill Plympton Studios
2190,,12413650.0,116.0,6.3,49.0,1998-08-28,1.3596,False,unknown,en,Rhino Films|Warner Bros. Pictures
2191,,,101.0,5.7,16.0,1997-11-20,2.9093,False,unknown,en,BBC Film
2192,,,52.0,6.5,31.0,1997-12-03,2.962,False,unknown,fr,Local Films|Fidélité Productions
2193,35000000.0,57300000.0,126.0,7.008,2069.0,1988-05-20,3.3558,False,unknown,en,Metro-Goldwyn-Mayer|Lucasfilm Ltd.|Imagine Entertainment
2194,25000000.0,76270454.0,119.0,7.756,5982.0,1987-06-03,5.01,False,unknown,en,Paramount Pictures|Linson Entertainment
2195,13000000.0,,82.0,6.214,289.0,1998-06-12,4.4814,False,unknown,en,Metro-Goldwyn-Mayer|Robert Simonds Productions|Brillstein-Grey Entertainment
2196,35000000.0,44000000.0,91.0,5.331,385.0,1998-09-04,2.7717,False,unknown,en,TriStar Pictures|Film Workshop|MDP Worldwide|Knock Films A.V.V.|Val D'Oro Entertainment
2197,,,103.0,6.6,71.0,1998-05-27,4.2128,False,unknown,en,Wind Dancer Productions|Hollywood Pictures|Carnival Films|Miramax
2198,,,75.0,7.3,15.0,1998-09-18,0.1195,False,unknown,en,Caipirinha Productions Inc.
2199,,,107.0,5.324,71.0,1998-09-04,1.2293,False,unknown,en,Trimark Pictures|Lakeshore Entertainment|Graham / Nevinny Productions
2200,2500000.0,1500000.0,118.0,6.1,176.0,1949-09-08,6.7161,False,unknown,en,Transatlantic Pictures
2201,4258000.0,2100000.0,114.0,6.225,255.0,1947-12-31,2.7781,False,unknown,en,Vanguard Films|Selznick International Pictures
2202,1590000.0,1000000.0,96.0,7.4,460.0,1944-01-28,3.0884,False,unknown,en,20th Century Fox
2203,,,107.0,7.51,1097.0,1943-01-15,2.0751,False,unknown,en,Universal Pictures|Skirball Productions
2204,780000.0,1250000.0,109.0,6.9,522.0,1942-04-24,1.0881,False,unknown,en,Universal Pictures|Frank Lloyd Productions
2205,743000.0,1400000.0,95.0,6.105,223.0,1941-01-31,2.798,False,unknown,en,RKO Radio Pictures
2206,1103000.0,4500000.0,99.0,7.129,861.0,1941-11-14,7.2831,False,unknown,en,RKO Radio Pictures
2207,200436.0,,100.0,6.111,234.0,1939-05-11,2.2901,False,unknown,en,Mayflower Pictures
2208,,,96.0,7.426,984.0,1938-10-07,1.9457,False,unknown,en,Gainsborough Pictures
2209,,,83.0,6.6,242.0,1937-11-01,2.5298,False,unknown,en,Gaumont-British Picture Corporation
2210,,,77.0,6.7,353.0,1937-01-08,0.6007,False,unknown,en,Gaumont-British Picture Corporation
2211,,,86.0,6.097,160.0,1936-05-31,3.5197,False,unknown,en,Gaumont-British Picture Corporation
2212,180000.0,,76.0,6.482,426.0,1934-12-01,3.2756,False,unknown,en,Gaumont-British Picture Corporation
2213,,,81.0,5.3,47.0,1934-03-15,6.4314,False,unknown,en,Gaumont-British Picture Corporation
2214,,,63.0,5.487,119.0,1932-07-18,3.5857,False,unknown,en,British International Pictures
2215,,,83.0,5.4,100.0,1931-12-10,3.3607,False,unknown,en,British International Pictures
2216,,,82.0,5.4,89.0,1931-02-26,4.1031,False,unknown,en,British International Pictures
2217,,,83.0,5.024,21.0,1930-02-06,5.1001,False,unknown,en,British International Pictures
2218,,,94.0,4.625,56.0,1930-06-29,1.1969,False,unknown,en,British International Pictures
2219,,,102.0,5.989,139.0,1930-07-31,2.1064,False,unknown,en,British International Pictures
2220,,,100.0,6.1,81.0,1929-01-18,6.1944,False,unknown,en,British International Pictures
2221,,,86.0,6.527,264.0,1929-07-11,5.5546,False,unknown,en,British International Pictures
2222,,,93.0,5.182,74.0,1928-08-17,2.9823,False,unknown,en,British International Pictures
2223,,,18.0,10.0,1.0,2012-06-20,0.2596,False,http://www.thefarmerswifefilm.co.uk/,en,unknown
2224,,,106.0,5.739,88.0,1927-10-24,2.0478,False,unknown,en,Gainsborough Pictures
2225,,,70.0,5.269,78.0,1928-04-01,6.3628,False,unknown,en,Gainsborough Pictures
2226,,,116.0,5.87,104.0,1927-09-28,3.1018,False,unknown,en,British International Pictures
2227,14670.0,83568.0,91.0,7.123,322.0,1927-02-14,2.378,False,unknown,en,Carlyle Blackwell Productions|Gainsborough Pictures
2229,,,91.0,5.3,79.0,1925-11-03,6.0633,False,unknown,en,Münchner Lichtspielkunst|Bavaria Film|Gainsborough Pictures
2230,,,,,,,,,unknown,unknown,unknown
2231,12000000.0,22912409.0,121.0,7.009,1835.0,1998-09-11,5.0293,False,unknown,en,Miramax|Spanky Pictures
2232,257899.0,8969065.0,90.0,6.807,5022.0,1998-07-11,5.3491,False,unknown,en,Cube Libre|The Feature Film Project
2233,,33556.0,98.0,6.345,58.0,1997-07-07,3.8753,False,unknown,en,"Ministry of Film, The|Digging to China LLC|Davis Entertainment Classics|Moonstone Entertainment|Mosquito Productions"
2234,,,82.0,5.25,4.0,1998-09-11,0.9008,False,unknown,en,unknown
2235,,,121.0,5.3,21.0,1999-08-02,2.452,False,unknown,en,Arco Films S.L|Hool/Macdonald Productions|Filmax|Silver Lion Films|Producciones San Patricia|Televisa
2236,20000000.0,18253415.0,114.0,6.817,252.0,1998-09-11,4.9446,False,unknown,en,Hollywood Pictures|Caravan Pictures
2237,25000000.0,777423.0,117.0,6.5,78.0,1998-09-11,1.6193,False,unknown,en,Cruise/Wagner Productions|Warner Bros. Pictures
2238,,,116.0,7.445,145.0,1975-12-20,0.8139,False,unknown,it,Medusa Distribuzione
2239,,6014430.0,110.0,7.403,324.0,1974-12-18,1.0288,False,unknown,it,Medusa Distribuzione
2240,,22482952.0,96.0,6.3,124.0,1980-07-11,2.5605,False,unknown,en,Melvin Simon Productions|Market Street Productions|20th Century Fox
2241,7000000.0,21600000.0,98.0,6.0,198.0,1983-07-22,4.3084,False,unknown,en,Orion Pictures
2242,,4743191.0,97.0,5.713,40.0,1984-08-03,2.9312,False,unknown,en,CBS Theatrical Films
2243,20000000.0,67330500.0,133.0,6.75,440.0,1987-12-16,2.4509,False,unknown,en,Amercent Films|American Entertainment Partners L.P.|Gracie Films|20th Century Fox
2244,,,108.0,4.683,41.0,1987-05-01,5.1508,False,unknown,en,Universal Pictures
2245,28000000.0,103173635.0,114.0,6.593,1021.0,1988-12-20,6.6041,False,unknown,en,20th Century Fox
2246,,,94.0,4.275,20.0,1988-03-18,0.7168,False,unknown,en,Columbia Pictures
2247,10000000.0,21486757.0,104.0,5.9,305.0,1988-08-19,0.8312,False,https://kinolorber.com/film/marriedtothemob,en,Orion Pictures|Mysterious Arts|A Luta Continua
2248,16000000.0,20036737.0,100.0,7.036,1057.0,1989-04-14,9.3199,False,unknown,en,Gracie Films|20th Century Fox
2249,6.0,23.0,97.0,6.08,255.0,1990-08-17,1.717,False,unknown,en,Warner Bros. Pictures|Hawn / Sylbert Movie Company
2250,,6070752.0,115.0,6.288,33.0,1990-02-02,4.2186,False,unknown,en,Geffen Pictures
2251,,,111.0,4.857,7.0,1991-12-04,3.078,False,unknown,xx,unknown
2252,42000000.0,,117.0,6.283,515.0,1992-10-02,3.7158,False,unknown,en,Columbia Pictures|Laura Ziskin Productions
2253,50000000.0,23278931.0,122.0,5.296,569.0,1992-12-18,2.2612,False,unknown,en,Baltimore Pictures|20th Century Fox
2254,,,90.0,5.286,7.0,1981-10-01,4.2194,False,unknown,en,unknown
2255,7500000.0,30688860.0,96.0,5.237,65.0,1982-07-16,3.3535,False,unknown,en,ABC Motion Pictures|20th Century Fox
2256,800000.0,7000000.0,85.0,4.8,81.0,1982-03-12,2.2193,False,unknown,en,unknown
2257,,,102.0,5.36,57.0,1984-11-09,2.0469,False,unknown,en,Delphi II Productions|Columbia Pictures
2258,,,,,,,,,unknown,unknown,unknown
2259,9000000.0,18644570.0,100.0,5.713,190.0,1984-02-17,2.4649,False,unknown,en,Sherwood|20th Century Fox
2260,6500000.0,5715174.0,109.0,5.917,48.0,1986-12-31,1.9789,False,unknown,en,Gladden Entertainment
2261,9000000.0,13000000.0,93.0,6.0,210.0,1986-08-08,0.7672,False,unknown,en,A&M Films|Warner Bros. Pictures
2262,8500000.0,38702310.0,113.0,6.011,228.0,1986-07-02,1.9624,False,unknown,en,TriStar Pictures|Delphi V
2263,,18875011.0,97.0,5.989,362.0,1988-04-01,3.3074,False,unknown,en,ML Delphi Premier Productions|TriStar Pictures|Interscope Communications
2264,20000000.0,,106.0,6.153,526.0,1989-06-02,1.0758,False,unknown,en,Paramount Pictures
2265,40000000.0,8500000.0,94.0,5.2,383.0,1991-02-15,1.6092,False,unknown,en,Applied Action|Warner Bros. Pictures
2266,,9689816.0,107.0,5.661,180.0,1991-10-25,1.9708,False,unknown,en,Paramount Pictures
2267,8000000.0,18800000.0,104.0,5.648,196.0,1991-04-19,4.4392,False,unknown,en,Columbia Pictures|New Visions Pictures|Polar Entertainment Corporation|Rufglen Films
2268,40000000.0,243240178.0,138.0,7.5,3935.0,1992-12-11,5.44,False,http://www.sonypictures.com/movies/afewgoodmen/,en,David Brown Productions|Castle Rock Entertainment
2269,38000000.0,266614059.0,117.0,6.398,1538.0,1993-04-07,10.9263,False,unknown,en,Paramount Pictures
2270,,,,,,,,,unknown,unknown,unknown
2271,,1166199.0,88.0,5.903,118.0,1998-09-16,4.6911,False,unknown,en,Artisan Entertainment|JD Productions
2272,,,127.0,6.5,132.0,1998-09-18,2.2731,False,unknown,en,Universal Pictures|Monarch Pictures|Ufland
2273,33000000.0,244721064.0,97.0,7.059,5389.0,1998-09-18,8.0865,False,unknown,en,New Line Cinema|Arthur Sarkissian Productions|Roger Birnbaum Productions
2274,,,94.0,4.429,7.0,1996-05-09,2.1854,False,unknown,en,Movieco Australia|New South Wales Film & Television Office|Australian Film Finance Corporation
2275,2000000.0,124494.0,91.0,6.27,141.0,1998-09-18,2.2742,False,unknown,en,HSX Films
2276,,1782005.0,127.0,6.1,22.0,1998-09-18,0.518,False,unknown,en,Merchant Ivory Productions|October Films|Capitol Films|British Screen
2277,,,94.0,1.0,1.0,1998-06-11,1.5595,False,unknown,en,Sideshow Pictures
2278,55000000.0,70692101.0,122.0,6.96,2522.0,1998-09-25,2.8609,False,unknown,en,United Artists|FGM Entertainment|Metro-Goldwyn-Mayer|UAC
2279,14000000.0,72527595.0,100.0,5.726,1397.0,1998-09-25,3.0483,False,unknown,en,Original Film|Phoenix Pictures
2280,8000000.0,1800000.0,104.0,6.179,134.0,1998-09-25,9.27,False,unknown,en,Intermedia Films|Fade In Films|IMF Internationale Medien und Film 2 & Produktions|Scott Free Productions|PolyGram Filmed Entertainment|Gramercy Pictures
2281,,,93.0,5.6,29.0,1998-09-25,0.9362,False,unknown,en,Tribeca Productions|Apostle|Clinica Estetico|Filmline International|The Kushner-Locke Company|Phoenician Films|Spanky Pictures
2282,6000000.0,2281761.0,86.0,6.073,198.0,1998-09-25,2.3479,False,unknown,en,Polar Entertainment
2283,25000000.0,2075084.0,138.0,6.482,285.0,1990-10-25,4.1063,False,unknown,en,Recorded Picture Company|Aldrich Group|Film Trustees Ltd.|TAO Film
2284,,399.0,119.0,6.6,59.0,1994-01-26,1.5301,False,unknown,hi,Kaleidoscope Productions|Kaleidoscope Entertainment|Film4 Productions
2285,500000.0,4600000.0,112.0,7.1,393.0,1968-12-19,3.8231,False,unknown,en,Paramount Pictures|Memorial Enterprises
2286,,10700000.0,108.0,4.7,35.0,1980-08-08,2.3396,False,unknown,en,Playboy Enterprises|Orion Pictures|Braun Entertainment Group
2287,23000000.0,,94.0,6.825,441.0,1954-06-16,5.1828,False,unknown,en,Warner Bros. Pictures
2288,15000000.0,19629760.0,109.0,8.07,7552.0,1982-06-25,8.121,False,http://www.theofficialjohncarpenter.com/the-thing/,en,Universal Pictures|The Turman-Foster Company
2289,8000000.0,21706101.0,124.0,7.203,892.0,1992-05-08,1.5241,False,unknown,en,Avenue Pictures|Spelling Entertainment|Addis-Wechsler Productions
2290,10000000.0,10389003.0,89.0,6.914,451.0,1980-09-26,8.6554,False,unknown,en,Jack Rollins & Charles H. Joffe Productions|United Artists
2291,20000000.0,86024005.0,105.0,7.718,13424.0,1990-12-07,11.3954,False,unknown,en,20th Century Fox|Tim Burton Productions
2292,12000000.0,,87.0,5.545,101.0,1998-04-07,3.2458,False,unknown,en,New Line Cinema|Motion Picture Corporation of America
2293,,20167.0,88.0,5.7,18.0,1998-09-23,4.2655,False,unknown,en,Nu Image|Tidewater Pictures Inc.|Millennium Media
2294,60000000.0,171757863.0,83.0,6.169,4613.0,1998-10-02,7.4048,False,unknown,en,Pacific Data Images|DreamWorks Animation|DreamWorks Pictures
2295,,2198044.0,101.0,5.9,67.0,1998-10-02,5.9176,False,unknown,en,Fox Searchlight Pictures
2296,17000000.0,30331165.0,82.0,6.531,960.0,1998-10-01,2.8501,False,unknown,en,Paramount Pictures|SNL Studios
2297,85000000.0,71485043.0,113.0,7.201,2408.0,1998-10-02,5.5489,False,unknown,en,PolyGram Filmed Entertainment|Interscope Communications|Metafilmics
2298,1100000.0,631221.0,86.0,5.029,139.0,1998-10-02,8.639,False,unknown,en,The Shooting Gallery|Snider Than Thou Productions Inc.|Behaviour Worldwide|Raucous Releasing
2299,,,84.0,6.5,30.0,1960-02-25,2.1883,False,unknown,en,Prometheus Film Productions Ltd
2300,947000.0,,89.0,7.07,846.0,1968-03-18,6.6884,False,unknown,en,Crossbow Productions|Springtime Productions|U-M Productions|AVCO Embassy Pictures
2301,11000000.0,31672907.0,92.0,6.775,858.0,1981-06-12,2.8432,False,unknown,en,Brooksfilms|20th Century Fox
2302,11000000.0,64088552.0,120.0,7.503,1729.0,1992-03-13,5.6838,False,unknown,en,Palo Vista Productions|Peter V. Miller Investment Corp.|20th Century Fox|Dale Launer Production
2303,2200000.0,9995555.0,160.0,7.254,441.0,1975-06-11,2.9855,False,unknown,en,Paramount Pictures|ABC Entertainment|Jerry Weintraub Productions
2304,,,92.0,6.0,67.0,1998-09-16,0.9966,False,https://www.bbc.co.uk/programmes/b0078rzm,en,BBC Film|BFI|Arts Council of England|Première Heure|Uplink|Partners In Crime Films
2305,,,100.0,6.652,23.0,1998-10-07,2.915,False,unknown,en,Off Line Entertainment Group
2306,60000000.0,12069719.0,114.0,5.265,443.0,1998-10-08,5.8827,False,unknown,en,Touchstone Pictures|Caravan Pictures|Roger Birnbaum Productions|Eddie Murphy Productions
2307,,,90.0,3.571,7.0,1998-10-09,3.9318,False,unknown,en,Patriot Pictures
2308,,,106.0,5.25,26.0,1973-08-01,1.2243,False,unknown,en,Holly Hill Productions
2309,,,95.0,6.563,16.0,1998-06-19,1.1562,False,unknown,de,BR|Dor Film|ORF
2310,,2652246.0,100.0,7.245,280.0,1998-06-01,12.0904,False,https://miramax.com/movie/the-mighty,en,Chaos Productions|Scholastic Productions|Jane Startz Productions|Miramax
2311,28000000.0,40400000.0,116.0,6.636,1009.0,1984-12-06,2.1046,False,unknown,en,Metro-Goldwyn-Mayer
2312,,31853080.0,119.0,6.934,334.0,1986-09-13,3.0981,False,unknown,en,Paramount Pictures
2313,5000000.0,26000000.0,124.0,8.0,3762.0,1980-10-09,4.0773,False,unknown,en,Brooksfilms
2314,80000000.0,22900000.0,172.0,5.757,105.0,1998-10-16,2.3405,False,unknown,en,Touchstone Pictures|Harpo Films|Clinica Estetico
2315,25000000.0,50671850.0,89.0,6.122,2050.0,1998-10-15,5.7717,False,unknown,en,Universal Pictures|Midwinter Productions Inc.|David Kirschner Productions
2316,75000000.0,46733235.0,104.0,6.776,1647.0,1998-10-16,4.2101,False,unknown,en,Di Novi Pictures|Fortis Films
2317,,,92.0,4.4,18.0,1998-10-23,6.0311,False,unknown,en,unknown
2318,3000000.0,2800000.0,140.0,7.445,886.0,1998-10-11,1.4098,False,unknown,en,Good Machine|Killer Films
2319,,,100.0,6.333,18.0,1998-10-16,2.6424,False,unknown,en,Gramercy Pictures
2320,14000000.0,8863193.0,107.0,6.512,689.0,1998-10-23,5.0696,False,unknown,en,Bad Hat Harry Productions|Canal+ Droits Audiovisuels|Phoenix Pictures
2321,60000000.0,49800000.0,124.0,7.258,1789.0,1998-09-17,3.147,False,unknown,en,New Line Cinema|Larger Than Life Productions|Juno Pix
2322,75000000.0,14594226.0,99.0,6.402,895.0,1998-10-23,2.5697,False,http://www.wb-soldier.com/,en,Impact Pictures|Jerry Weintraub Productions|Morgan Creek Entertainment|Warner Bros. Pictures
2323,,,76.0,7.3,23.0,1998-10-23,2.6147,False,unknown,en,Charter Films Inc.
2324,20000000.0,230098753.0,116.0,8.44,13634.0,1997-12-20,9.9887,False,unknown,it,Mario e Vittorio Cecchi Gori - C.E.I.A.D.|Melampo Cinematografica
2325,1000000.0,602302.0,94.0,6.111,461.0,1998-07-02,5.0186,False,http://www.orgazmodvd.com/,en,Kuzui Enterprises|Avenging Conscience|MDP Worldwide|Kuki|PolyGram Video|Rogue Pictures|October Films
2326,,,103.0,4.462,13.0,1998-12-04,2.0133,False,unknown,en,Fireworks Entertainment|Schroeder Hoffman Productions|Seven Arts Pictures
2327,3500000.0,16324573.0,93.0,6.161,409.0,1990-05-03,2.1476,False,unknown,en,Paramount Pictures|Laurel Productions|Darkside Movie|Laurel Entertainment
2328,20000000.0,20308772.0,108.0,6.324,1308.0,1998-10-30,2.1064,False,http://www.theofficialjohncarpenter.com/vampires,en,Largo Entertainment|Film Office|Spooky Tooth Productions|Storm King Productions|Columbia Pictures
2329,20000000.0,23900000.0,119.0,8.332,12169.0,1998-07-01,7.1236,False,unknown,en,New Line Cinema|Savoy Pictures|The Turman-Morrissey Company
2330,,,98.0,7.5,33.0,1997-06-01,0.2066,False,unknown,en,Idea Entertainment|J.K. Livin Productions|Wessex Entertainment Group
2331,12000000.0,12902790.0,100.0,5.843,51.0,1998-10-30,3.4173,False,unknown,en,New Line Cinema|Jersey Films
2332,3000000.0,9600000.0,96.0,6.023,153.0,1998-11-04,3.5554,False,unknown,en,Big Dog Films
2333,10000000.0,6451628.0,105.0,6.935,378.0,1998-09-12,1.5696,False,http://www.godsandmonsters.net/,en,Flashpoint|Lions Gate Films|Showtime Networks|BBC Film|Regent Entertainment
2334,70000000.0,116700000.0,116.0,6.3,1415.0,1998-11-06,6.7334,False,unknown,en,Lynda Obst Productions|20th Century Fox|Bedford Falls Productions
2335,23000000.0,185991646.0,90.0,6.06,1931.0,1998-11-06,7.5596,False,unknown,en,Touchstone Pictures
2336,30000000.0,82150642.0,123.0,7.168,1453.0,1998-09-13,4.6472,False,unknown,en,PolyGram Filmed Entertainment|Working Title Films|Channel Four Films
2337,9000000.0,4300000.0,123.0,6.9,524.0,1998-08-28,4.6726,False,unknown,en,Zenith Entertainment|Killer Films|Single Cell Pictures|Newmarket Capital Group|Goldwyn Films|Miramax|Channel Four Films
2338,24000000.0,84002112.0,100.0,5.376,1645.0,1998-11-13,2.8408,False,unknown,en,Columbia Pictures|Mandalay Entertainment|Neal H. Moritz Productions
2339,30000000.0,,86.0,5.954,342.0,1998-11-13,1.2057,False,unknown,en,Walt Disney Pictures|Mandeville Films
2340,90000000.0,142940100.0,178.0,7.351,5558.0,1998-11-12,8.4903,False,https://www.uphe.com/movies/meet-joe-black,en,Universal Pictures|City Light Films
2341,,,96.0,5.9,51.0,1998-09-04,0.8297,False,unknown,en,Fís Éireann/Screen Ireland|RTÉ|Film4 Productions
2342,,,92.0,6.516,32.0,1996-10-11,2.782,False,unknown,en,Terminal City Pictures
2343,,,98.0,3.818,11.0,1998-08-02,4.0244,False,unknown,en,October Films
2344,9000000.0,7936012.0,111.0,7.0,616.0,1985-11-15,4.988,False,unknown,en,Golan-Globus Productions|Northbrook Films|The Cannon Group
2345,,,105.0,5.5,19.0,1986-01-22,3.5843,False,unknown,en,Columbia Pictures
2346,500000.0,8700000.0,117.0,6.7,342.0,1975-02-12,3.8842,False,unknown,en,Fadsin Cinema Associates|Palomar Pictures International
2347,8000000.0,6836201.0,121.0,6.374,147.0,1984-06-22,1.6163,False,unknown,en,United Artists|Metro-Goldwyn-Mayer
2348,4000000.0,2826523.0,114.0,6.734,539.0,1986-09-12,3.8554,False,unknown,en,Initial Pictures|Zenith Entertainment
2349,,5794184.0,105.0,6.87,280.0,1986-06-13,7.6366,False,unknown,en,Handmade Films|Palace Productions|Channel Four Films
2350,10000000.0,4134992.0,100.0,5.6,99.0,1990-02-02,1.4949,False,unknown,en,New Line Cinema
2351,,752045.0,110.0,8.0,818.0,1957-10-03,2.3371,False,unknown,it,DDL Cinematografica|Les Films Marceau
2352,8000000.0,56342711.0,105.0,6.852,632.0,1983-09-30,1.4872,False,unknown,en,Columbia Pictures
2353,90000000.0,250649836.0,132.0,7.1,4082.0,1998-11-20,2.9015,False,unknown,en,Touchstone Pictures|Jerry Bruckheimer Films|Scott Free Productions
2354,30000000.0,100491683.0,80.0,6.2,619.0,1998-11-20,6.7724,False,unknown,en,Klasky-Csupo|Nickelodeon Movies|Paramount Pictures
2355,80000000.0,363258859.0,95.0,6.972,9515.0,1998-11-25,8.5876,False,http://movies.disney.com/a-bugs-life,en,Pixar
2356,12000000.0,5078660.0,113.0,5.965,494.0,1998-09-07,2.6195,False,unknown,en,Sweetland Films|Jean Doumanian Productions
2357,2900000.0,5596708.0,110.0,8.1,997.0,1998-04-03,1.9597,False,unknown,pt,MACT Productions|Riofilm|VideoFilmes
2358,10000000.0,,103.0,7.2,173.0,1998-06-01,2.212,False,unknown,en,Initial Entertainment Group
2359,3000000.0,43515982.0,91.0,7.038,319.0,1998-11-20,6.399,False,unknown,en,Tomboy Films|Canal+
2360,1300000.0,,105.0,7.712,1191.0,1998-06-19,2.7009,False,https://nimbusfilm.dk/film/festen/?lang=en,da,DR|SVT|Nimbus Film
2361,12000.0,6000000.0,93.0,6.2,533.0,1972-03-17,4.7808,False,unknown,en,Dreamland
2362,20000.0,10158.0,71.0,4.6,141.0,1953-04-01,3.4659,False,unknown,en,Screen Classics (II)
2363,60000.0,2250000.0,96.0,7.638,1056.0,1954-11-03,3.3136,False,https://godzilla.com/,ja,TOHO|Toho Laboratory
2364,200000.0,4116395.0,87.0,6.817,191.0,1985-08-23,6.1516,False,unknown,ja,New World Pictures|Toho Pictures|Toho Eizo Bijutsu
